student_id,course_id,semester,grade,passed,modality_match,risk_class
S0005,C004,1,2.02,1,0,Medium
S0005,C001,2,2.09,1,0,Medium
S0005,C008,2,2.26,1,1,Medium
S0005,C003,2,2.23,1,1,Medium
S0005,C002,2,1.91,1,0,Medium
S0005,C015,3,2.01,1,0,Medium
S0005,C014,3,2.17,1,1,Medium
S0005,C018,3,1.91,1,1,Medium
S0005,C020,3,1.83,1,0,Medium
S0005,C011,4,2.03,1,0,Medium
S0005,C013,4,1.87,1,0,Medium
S0005,C016,4,1.78,1,0,Medium
S0005,C019,4,1.82,1,0,Medium
S0005,C031,5,1.88,1,0,Medium
S0005,C023,5,1.97,1,0,Medium
S0005,C025,5,1.9,1,0,Medium
S0005,C024,5,1.82,1,0,Medium
S0005,C037,6,1.81,1,0,Medium
S0005,C040,6,1.68,1,0,Medium
S0006,C010,1,2.75,1,0,Low
S0006,C004,1,3.23,1,1,Low
S0006,C006,1,2.89,1,0,Low
S0006,C003,2,2.67,1,0,Low
S0006,C008,2,2.92,1,0,Low
S0006,C007,2,3.09,1,0,Low
S0006,C014,3,2.85,1,0,Low
S0006,C019,3,2.89,1,1,Low
S0006,C022,3,3.15,1,1,Low
S0006,C012,4,2.69,1,0,Low
S0006,C018,4,2.61,1,0,Low
S0006,C011,4,2.59,1,0,Low
S0006,C023,5,2.61,1,0,Low
S0006,C025,5,2.96,1,1,Low
S0006,C031,5,2.45,1,0,Medium
S0006,C039,6,2.53,1,0,Low
S0006,C040,6,2.69,1,1,Low
S0007,C009,1,2.43,1,1,Medium
S0007,C007,1,2.33,1,0,Medium
S0007,C010,1,2.27,1,0,Medium
S0007,C005,1,2.18,1,0,Medium
S0007,C006,1,2.23,1,0,Medium
S0007,C001,2,2.19,1,0,Medium
S0007,C004,2,2.17,1,0,Medium
S0007,C003,2,2.54,1,1,Low
S0007,C002,2,2.27,1,0,Medium
S0007,C008,2,2.35,1,1,Medium
S0007,C017,3,2.38,1,0,Medium
S0007,C013,3,2.35,1,0,Medium
S0007,C016,3,2.1,1,0,Medium
S0007,C012,3,2.19,1,0,Medium
S0007,C020,3,2.23,1,0,Medium
S0007,C011,4,2.01,1,0,Medium
S0007,C022,4,2.2,1,0,Medium
S0007,C015,4,2.29,1,0,Medium
S0007,C019,4,2.25,1,0,Medium
S0007,C014,4,2.26,1,1,Medium
S0007,C026,5,2.02,1,0,Medium
S0007,C030,5,2.2,1,0,Medium
S0007,C024,5,2.06,1,0,Medium
S0007,C027,5,2.19,1,0,Medium
S0007,C032,5,2.06,1,0,Medium
S0007,C033,6,1.96,1,0,Medium
S0007,C040,6,1.83,1,0,Medium
S0008,C009,1,2.13,1,0,Medium
S0008,C003,1,2.18,1,0,Medium
S0008,C002,1,2.09,1,0,Medium
S0008,C006,1,2.31,1,0,Medium
S0008,C008,2,2.15,1,0,Medium
S0008,C001,2,2.09,1,0,Medium
S0008,C007,2,2.16,1,0,Medium
S0008,C010,2,2.22,1,0,Medium
S0008,C019,3,2.03,1,0,Medium
S0008,C014,3,2.11,1,0,Medium
S0008,C013,3,1.96,1,0,Medium
S0008,C018,3,2.15,1,0,Medium
S0008,C021,4,1.93,1,0,Medium
S0008,C012,4,2.11,1,0,Medium
S0008,C015,4,2.08,1,0,Medium
S0008,C020,4,1.91,1,0,Medium
S0008,C023,5,2.13,1,0,Medium
S0008,C027,5,1.99,1,0,Medium
S0008,C026,5,2.01,1,0,Medium
S0008,C030,5,2.15,1,1,Medium
S0008,C040,6,1.95,1,0,Medium
S0008,C034,6,1.93,1,0,Medium
S0009,C003,1,2.73,1,0,Low
S0009,C007,1,2.69,1,1,Low
S0009,C009,1,2.76,1,0,Low
S0009,C004,2,2.67,1,0,Low
S0009,C002,2,2.9,1,1,Low
S0009,C010,2,2.83,1,1,Low
S0009,C022,3,2.63,1,0,Low
S0009,C014,3,2.58,1,0,Low
S0009,C012,3,2.7,1,1,Low
S0009,C017,4,2.76,1,1,Low
S0009,C020,4,2.71,1,1,Low
S0009,C013,4,2.82,1,1,Low
S0009,C028,5,2.38,1,0,Medium
S0009,C031,5,2.86,1,1,Low
S0009,C025,5,2.33,1,0,Medium
S0009,C036,6,2.76,1,1,Low
S0009,C038,6,2.44,1,1,Medium
S0010,C004,1,2.73,1,0,Low
S0010,C007,1,2.55,1,0,Low
S0010,C009,1,2.59,1,1,Low
S0010,C001,1,2.75,1,0,Low
S0010,C005,1,2.59,1,0,Low
S0010,C003,2,2.93,1,1,Low
S0010,C002,2,2.39,1,0,Medium
S0010,C006,2,2.53,1,0,Low
S0010,C008,2,2.78,1,1,Low
S0010,C010,2,2.59,1,0,Low
S0010,C014,3,2.59,1,1,Low
S0010,C019,3,2.41,1,0,Medium
S0010,C017,3,2.52,1,0,Low
S0010,C012,3,2.52,1,0,Low
S0010,C018,3,2.67,1,1,Low
S0010,C016,4,2.45,1,0,Medium
S0010,C020,4,2.63,1,0,Low
S0010,C011,4,2.49,1,0,Medium
S0010,C013,4,2.57,1,0,Low
S0010,C021,4,2.61,1,1,Low
S0010,C025,5,2.33,1,0,Medium
S0010,C030,5,2.38,1,0,Medium
S0010,C026,5,2.19,1,0,Medium
S0010,C024,5,2.55,1,0,Low
S0010,C028,5,2.68,1,1,Low
S0010,C037,6,2.3,1,0,Medium
S0010,C034,6,2.32,1,0,Medium
S0011,C003,1,1.5,1,1,Medium
S0011,C007,1,1.35,0,0,High
S0011,C006,1,1.67,1,0,Medium
S0011,C005,1,1.57,1,0,Medium
S0011,C010,2,1.36,0,0,High
S0011,C009,2,1.78,1,1,Medium
S0011,C002,2,1.27,0,0,High
S0011,C001,2,1.8,1,0,Medium
S0011,C012,3,1.32,0,0,High
S0011,C022,3,1.37,0,0,High
S0011,C015,3,1.53,1,0,Medium
S0011,C017,3,1.42,0,0,High
S0011,C013,4,1.36,0,0,High
S0011,C011,4,1.47,0,0,High
S0011,C019,4,1.36,0,0,High
S0011,C020,4,1.4,0,0,High
S0011,C030,5,1.29,0,0,High
S0011,C026,5,1.49,0,0,High
S0011,C028,5,1.53,1,1,Medium
S0011,C027,5,1.33,0,0,High
S0011,C033,6,1.44,0,0,High
S0011,C037,6,1.54,1,0,Medium
S0012,C004,1,2.59,1,1,Low
S0012,C002,1,2.57,1,0,Low
S0012,C001,1,2.34,1,1,Medium
S0012,C005,2,2.33,1,0,Medium
S0012,C010,2,2.3,1,0,Medium
S0012,C006,2,2.4,1,0,Medium
S0012,C013,3,2.3,1,0,Medium
S0012,C018,3,2.07,1,0,Medium
S0012,C020,3,2.28,1,0,Medium
S0012,C015,4,2.29,1,0,Medium
S0012,C021,4,2.56,1,0,Low
S0012,C014,4,2.51,1,0,Low
S0012,C028,5,2.29,1,0,Medium
S0012,C027,5,2.46,1,1,Medium
S0012,C029,5,2.32,1,0,Medium
S0012,C034,6,2.27,1,1,Medium
S0012,C039,6,2.11,1,0,Medium
S0013,C004,1,2.51,1,0,Low
S0013,C002,1,2.62,1,1,Low
S0013,C010,1,2.83,1,1,Low
S0013,C005,2,2.63,1,1,Low
S0013,C006,2,2.7,1,1,Low
S0013,C003,2,2.51,1,0,Low
S0013,C011,3,2.36,1,1,Medium
S0013,C017,3,2.54,1,1,Low
S0013,C019,3,2.36,1,0,Medium
S0013,C016,4,2.24,1,0,Medium
S0013,C012,4,2.58,1,1,Low
S0013,C022,4,2.16,1,0,Medium
S0013,C032,5,2.18,1,0,Medium
S0013,C027,5,2.33,1,0,Medium
S0013,C031,5,2.55,1,1,Low
S0013,C036,6,2.43,1,1,Medium
S0013,C033,6,2.23,1,0,Medium
S0014,C006,1,1.71,1,0,Medium
S0014,C007,1,1.69,1,0,Medium
S0014,C010,1,1.8,1,0,Medium
S0014,C009,1,1.61,1,0,Medium
S0014,C004,2,1.64,1,0,Medium
S0014,C002,2,1.54,1,0,Medium
S0014,C001,2,1.7,1,0,Medium
S0014,C003,2,1.58,1,0,Medium
S0014,C017,3,1.54,1,0,Medium
S0014,C019,3,1.49,0,0,High
S0014,C021,3,1.31,0,0,High
S0014,C016,3,1.69,1,0,Medium
S0014,C018,4,1.47,0,0,High
S0014,C012,4,1.37,0,0,High
S0014,C022,4,1.58,1,0,Medium
S0014,C011,4,1.55,1,0,Medium
S0014,C023,5,1.6,1,0,Medium
S0014,C024,5,1.41,0,0,High
S0014,C026,5,1.55,1,0,Medium
S0014,C032,5,1.51,1,0,Medium
S0014,C040,6,1.57,1,0,Medium
S0014,C037,6,1.53,1,1,Medium
S0015,C009,1,2.63,1,1,Low
S0015,C010,1,2.67,1,0,Low
S0015,C001,1,2.48,1,0,Medium
S0015,C007,1,2.49,1,0,Medium
S0015,C003,2,2.66,1,1,Low
S0015,C005,2,2.65,1,0,Low
S0015,C008,2,2.82,1,1,Low
S0015,C002,2,2.67,1,0,Low
S0015,C011,3,2.56,1,0,Low
S0015,C019,3,2.4,1,0,Medium
S0015,C018,3,2.57,1,1,Low
S0015,C021,3,2.7,1,1,Low
S0015,C017,4,2.61,1,0,Low
S0015,C012,4,2.54,1,0,Low
S0015,C016,4,2.51,1,0,Low
S0015,C013,4,2.35,1,0,Medium
S0015,C026,5,2.31,1,0,Medium
S0015,C029,5,2.28,1,0,Medium
S0015,C027,5,2.3,1,0,Medium
S0015,C024,5,2.29,1,0,Medium
S0015,C034,6,2.35,1,0,Medium
S0015,C036,6,2.36,1,0,Medium
S0016,C006,1,1.84,1,1,Medium
S0016,C008,1,1.5,1,0,Medium
S0016,C005,1,1.58,1,1,Medium
S0016,C010,2,1.91,1,1,Medium
S0016,C002,2,1.97,1,1,Medium
S0016,C001,2,1.75,1,0,Medium
S0016,C017,3,1.66,1,1,Medium
S0016,C021,3,1.63,1,0,Medium
S0016,C022,3,1.48,0,0,High
S0016,C012,4,1.81,1,1,Medium
S0016,C013,4,1.87,1,1,Medium
S0016,C020,4,1.96,1,1,Medium
S0016,C032,5,1.59,1,0,Medium
S0016,C024,5,1.7,1,1,Medium
S0016,C026,5,1.69,1,1,Medium
S0016,C039,6,1.54,1,0,Medium
S0016,C036,6,1.89,1,1,Medium
S0017,C009,1,2.12,1,0,Medium
S0017,C007,1,2.43,1,1,Medium
S0017,C005,1,2.46,1,1,Medium
S0017,C010,1,2.19,1,1,Medium
S0017,C004,2,2.1,1,0,Medium
S0017,C003,2,2.13,1,0,Medium
S0017,C008,2,2.19,1,0,Medium
S0017,C006,2,2.27,1,1,Medium
S0017,C016,3,2.01,1,0,Medium
S0017,C021,3,2.11,1,0,Medium
S0017,C012,3,2.1,1,1,Medium
S0017,C014,3,2.16,1,0,Medium
S0017,C015,4,2.26,1,1,Medium
S0017,C022,4,2.03,1,0,Medium
S0017,C020,4,2.35,1,1,Medium
S0017,C013,4,2.3,1,1,Medium
S0017,C031,5,2.25,1,1,Medium
S0017,C023,5,2.24,1,1,Medium
S0017,C029,5,2.13,1,0,Medium
S0017,C025,5,2.09,1,0,Medium
S0017,C038,6,2.26,1,1,Medium
S0017,C040,6,1.74,1,0,Medium
S0018,C004,1,1.95,1,0,Medium
S0018,C009,1,2.02,1,1,Medium
S0018,C003,1,2.13,1,1,Medium
S0018,C007,2,1.98,1,0,Medium
S0018,C002,2,1.91,1,0,Medium
S0018,C001,2,1.78,1,0,Medium
S0018,C016,3,1.89,1,0,Medium
S0018,C020,3,1.93,1,0,Medium
S0018,C014,3,2.17,1,1,Medium
S0018,C021,4,2.11,1,1,Medium
S0018,C013,4,2.0,1,0,Medium
S0018,C017,4,1.87,1,0,Medium
S0018,C032,5,1.82,1,0,Medium
S0018,C025,5,1.89,1,0,Medium
S0018,C026,5,1.95,1,0,Medium
S0018,C035,6,1.82,1,0,Medium
S0018,C036,6,1.68,1,0,Medium
S0019,C010,1,2.74,1,1,Low
S0019,C007,1,2.56,1,1,Low
S0019,C009,1,2.51,1,0,Low
S0019,C002,1,2.58,1,1,Low
S0019,C008,2,2.41,1,0,Medium
S0019,C004,2,2.43,1,0,Medium
S0019,C005,2,2.6,1,1,Low
S0019,C003,2,2.42,1,0,Medium
S0019,C020,3,2.49,1,1,Medium
S0019,C019,3,2.57,1,0,Low
S0019,C022,3,2.28,1,0,Medium
S0019,C021,3,2.41,1,0,Medium
S0019,C013,4,2.4,1,1,Medium
S0019,C017,4,2.47,1,1,Medium
S0019,C014,4,2.5,1,0,Low
S0019,C012,4,2.39,1,1,Medium
S0019,C023,5,2.6,1,1,Low
S0019,C032,5,2.32,1,0,Medium
S0019,C030,5,2.14,1,0,Medium
S0019,C028,5,2.22,1,0,Medium
S0019,C034,6,2.32,1,0,Medium
S0019,C040,6,2.22,1,0,Medium
S0020,C004,1,2.26,1,1,Medium
S0020,C008,1,1.77,1,0,Medium
S0020,C006,1,1.99,1,0,Medium
S0020,C003,2,2.04,1,0,Medium
S0020,C001,2,2.15,1,1,Medium
S0020,C007,2,2.0,1,0,Medium
S0020,C019,3,2.12,1,1,Medium
S0020,C011,3,1.81,1,0,Medium
S0020,C015,3,2.1,1,0,Medium
S0020,C016,4,2.05,1,1,Medium
S0020,C018,4,2.24,1,0,Medium
S0020,C020,4,1.94,1,0,Medium
S0020,C025,5,2.16,1,1,Medium
S0020,C027,5,2.07,1,1,Medium
S0020,C024,5,2.05,1,0,Medium
S0020,C033,6,1.77,1,0,Medium
S0020,C040,6,1.87,1,1,Medium
S0021,C003,1,2.7,1,0,Low
S0021,C009,1,2.63,1,0,Low
S0021,C010,1,2.4,1,0,Medium
S0021,C002,1,2.38,1,0,Medium
S0021,C008,1,2.48,1,0,Medium
S0021,C001,2,2.9,1,1,Low
S0021,C006,2,2.58,1,0,Low
S0021,C005,2,2.52,1,0,Low
S0021,C004,2,2.68,1,1,Low
S0021,C007,2,2.49,1,0,Medium
S0021,C014,3,2.43,1,0,Medium
S0021,C012,3,2.56,1,0,Low
S0021,C013,3,2.51,1,0,Low
S0021,C021,3,2.49,1,0,Medium
S0021,C018,3,2.52,1,0,Low
S0021,C020,4,2.6,1,0,Low
S0021,C017,4,2.5,1,0,Low
S0021,C016,4,2.71,1,1,Low
S0021,C022,4,2.84,1,1,Low
S0021,C011,4,2.49,1,0,Medium
S0021,C026,5,2.32,1,0,Medium
S0021,C023,5,2.35,1,0,Medium
S0021,C029,5,2.32,1,0,Medium
S0021,C030,5,2.54,1,0,Low
S0021,C024,5,2.55,1,0,Low
S0021,C037,6,2.27,1,0,Medium
S0021,C036,6,2.08,1,0,Medium
S0022,C006,1,1.39,0,0,High
S0022,C005,1,1.5,1,0,Medium
S0022,C010,1,1.5,1,0,Medium
S0022,C008,2,1.36,0,0,High
S0022,C007,2,1.39,0,0,High
S0022,C004,2,1.69,1,1,Medium
S0022,C014,3,1.36,0,0,High
S0022,C020,3,1.58,1,0,Medium
S0022,C019,3,1.5,1,1,Medium
S0022,C013,4,1.23,0,0,High
S0022,C017,4,1.48,0,0,High
S0022,C016,4,1.66,1,1,Medium
S0022,C024,5,1.41,0,0,High
S0022,C026,5,1.26,0,0,High
S0022,C028,5,1.43,0,0,High
S0022,C038,6,1.32,0,0,High
S0022,C036,6,1.33,0,0,High
S0023,C008,1,2.45,1,0,Medium
S0023,C010,1,2.39,1,1,Medium
S0023,C003,1,2.36,1,0,Medium
S0023,C001,1,2.38,1,0,Medium
S0023,C005,2,2.67,1,1,Low
S0023,C006,2,2.42,1,1,Medium
S0023,C009,2,2.54,1,0,Low
S0023,C004,2,2.39,1,0,Medium
S0023,C015,3,2.44,1,1,Medium
S0023,C011,3,2.51,1,1,Low
S0023,C020,3,2.6,1,1,Low
S0023,C021,3,2.16,1,0,Medium
S0023,C022,4,2.3,1,0,Medium
S0023,C014,4,2.2,1,0,Medium
S0023,C012,4,2.59,1,1,Low
S0023,C018,4,2.11,1,0,Medium
S0023,C031,5,2.18,1,1,Medium
S0023,C023,5,2.54,1,1,Low
S0023,C025,5,2.32,1,0,Medium
S0023,C030,5,2.15,1,0,Medium
S0023,C040,6,2.13,1,0,Medium
S0023,C033,6,2.26,1,0,Medium
S0024,C009,1,1.89,1,0,Medium
S0024,C001,1,1.87,1,0,Medium
S0024,C008,1,1.79,1,0,Medium
S0024,C005,1,2.03,1,0,Medium
S0024,C003,2,1.7,1,0,Medium
S0024,C010,2,1.7,1,0,Medium
S0024,C006,2,1.96,1,0,Medium
S0024,C007,2,1.95,1,0,Medium
S0024,C015,3,1.82,1,0,Medium
S0024,C021,3,1.81,1,0,Medium
S0024,C017,3,1.84,1,0,Medium
S0024,C016,3,1.83,1,0,Medium
S0024,C022,4,1.85,1,0,Medium
S0024,C020,4,1.92,1,0,Medium
S0024,C012,4,1.78,1,0,Medium
S0024,C014,4,1.85,1,0,Medium
S0024,C025,5,1.64,1,0,Medium
S0024,C024,5,1.65,1,0,Medium
S0024,C030,5,1.76,1,1,Medium
S0024,C027,5,1.83,1,0,Medium
S0024,C039,6,1.73,1,1,Medium
S0024,C040,6,1.82,1,0,Medium
S0025,C005,1,2.22,1,0,Medium
S0025,C002,1,2.31,1,0,Medium
S0025,C003,1,2.5,1,1,Low
S0025,C007,1,2.19,1,0,Medium
S0025,C008,1,2.47,1,1,Medium
S0025,C010,2,2.23,1,0,Medium
S0025,C004,2,2.21,1,0,Medium
S0025,C001,2,2.15,1,0,Medium
S0025,C009,2,2.49,1,1,Medium
S0025,C006,2,2.2,1,0,Medium
S0025,C021,3,2.43,1,1,Medium
S0025,C013,3,2.2,1,0,Medium
S0025,C020,3,2.39,1,0,Medium
S0025,C015,3,2.36,1,0,Medium
S0025,C018,3,2.22,1,1,Medium
S0025,C022,4,2.3,1,0,Medium
S0025,C012,4,2.32,1,0,Medium
S0025,C017,4,2.26,1,0,Medium
S0025,C016,4,2.16,1,0,Medium
S0025,C014,4,2.68,1,1,Low
S0025,C027,5,2.32,1,0,Medium
S0025,C023,5,2.15,1,0,Medium
S0025,C031,5,2.04,1,0,Medium
S0025,C025,5,2.06,1,0,Medium
S0025,C029,5,2.07,1,0,Medium
S0025,C034,6,2.07,1,0,Medium
S0025,C035,6,1.97,1,0,Medium
S0026,C007,1,2.65,1,1,Low
S0026,C009,1,2.51,1,0,Low
S0026,C004,1,2.32,1,0,Medium
S0026,C008,2,2.4,1,0,Medium
S0026,C001,2,2.25,1,0,Medium
S0026,C005,2,2.71,1,1,Low
S0026,C013,3,2.61,1,1,Low
S0026,C011,3,2.85,1,1,Low
S0026,C012,3,2.58,1,1,Low
S0026,C020,4,2.55,1,1,Low
S0026,C017,4,2.51,1,1,Low
S0026,C016,4,2.52,1,0,Low
S0026,C027,5,2.45,1,0,Medium
S0026,C023,5,2.52,1,1,Low
S0026,C032,5,2.14,1,0,Medium
S0026,C039,6,2.04,1,0,Medium
S0026,C038,6,2.54,1,1,Low
S0027,C007,1,1.59,1,0,Medium
S0027,C002,1,1.85,1,0,Medium
S0027,C003,1,1.9,1,1,Medium
S0027,C008,1,2.07,1,1,Medium
S0027,C004,2,1.88,1,0,Medium
S0027,C001,2,1.83,1,0,Medium
S0027,C009,2,2.13,1,1,Medium
S0027,C006,2,1.7,1,0,Medium
S0027,C022,3,1.71,1,0,Medium
S0027,C019,3,1.55,1,0,Medium
S0027,C020,3,1.66,1,0,Medium
S0027,C016,3,1.82,1,0,Medium
S0027,C012,4,2.0,1,0,Medium
S0027,C013,4,1.61,1,0,Medium
S0027,C017,4,1.62,1,0,Medium
S0027,C015,4,1.6,1,0,Medium
S0027,C024,5,1.88,1,0,Medium
S0027,C029,5,1.94,1,0,Medium
S0027,C025,5,1.66,1,0,Medium
S0027,C030,5,1.66,1,0,Medium
S0027,C036,6,1.82,1,0,Medium
S0027,C039,6,1.73,1,0,Medium
S0028,C007,1,2.03,1,0,Medium
S0028,C004,1,2.15,1,0,Medium
S0028,C005,1,1.8,1,0,Medium
S0028,C001,1,2.38,1,0,Medium
S0028,C010,2,1.92,1,0,Medium
S0028,C006,2,2.09,1,0,Medium
S0028,C009,2,1.92,1,0,Medium
S0028,C003,2,2.1,1,0,Medium
S0028,C014,3,2.06,1,0,Medium
S0028,C021,3,2.01,1,0,Medium
S0028,C020,3,1.97,1,0,Medium
S0028,C013,3,1.98,1,0,Medium
S0028,C016,4,2.24,1,0,Medium
S0028,C019,4,1.96,1,0,Medium
S0028,C022,4,1.99,1,0,Medium
S0028,C011,4,2.1,1,0,Medium
S0028,C027,5,1.94,1,0,Medium
S0028,C024,5,1.99,1,0,Medium
S0028,C029,5,1.86,1,1,Medium
S0028,C025,5,1.98,1,0,Medium
S0028,C039,6,2.03,1,1,Medium
S0028,C035,6,1.85,1,0,Medium
S0029,C001,1,2.68,1,0,Low
S0029,C007,1,2.55,1,0,Low
S0029,C003,1,2.4,1,0,Medium
S0029,C008,1,2.46,1,0,Medium
S0029,C010,2,2.42,1,0,Medium
S0029,C006,2,2.73,1,0,Low
S0029,C005,2,2.75,1,0,Low
S0029,C002,2,2.74,1,0,Low
S0029,C016,3,2.67,1,0,Low
S0029,C017,3,2.62,1,0,Low
S0029,C022,3,2.43,1,0,Medium
S0029,C012,3,2.72,1,0,Low
S0029,C014,4,2.61,1,0,Low
S0029,C021,4,2.44,1,0,Medium
S0029,C018,4,2.2,1,0,Medium
S0029,C020,4,2.75,1,0,Low
S0029,C028,5,2.45,1,0,Medium
S0029,C023,5,2.47,1,0,Medium
S0029,C030,5,2.56,1,1,Low
S0029,C025,5,2.44,1,0,Medium
S0029,C039,6,2.49,1,1,Medium
S0029,C038,6,2.23,1,0,Medium
S0030,C006,1,1.71,1,0,Medium
S0030,C009,1,2.0,1,1,Medium
S0030,C001,1,1.89,1,0,Medium
S0030,C005,2,1.72,1,0,Medium
S0030,C007,2,1.84,1,0,Medium
S0030,C010,2,1.66,1,0,Medium
S0030,C013,3,1.76,1,0,Medium
S0030,C012,3,1.99,1,0,Medium
S0030,C015,3,1.9,1,0,Medium
S0030,C016,4,1.81,1,0,Medium
S0030,C020,4,1.63,1,0,Medium
S0030,C022,4,1.81,1,0,Medium
S0030,C026,5,1.64,1,0,Medium
S0030,C027,5,1.83,1,0,Medium
S0030,C028,5,1.8,1,1,Medium
S0030,C037,6,1.67,1,0,Medium
S0030,C040,6,1.7,1,0,Medium
S0031,C010,1,2.1,1,0,Medium
S0031,C002,1,2.12,1,0,Medium
S0031,C007,1,1.91,1,0,Medium
S0031,C009,2,2.33,1,1,Medium
S0031,C004,2,1.87,1,0,Medium
S0031,C003,2,2.18,1,1,Medium
S0031,C020,3,2.19,1,0,Medium
S0031,C015,3,1.8,1,0,Medium
S0031,C012,3,2.02,1,0,Medium
S0031,C021,4,2.04,1,1,Medium
S0031,C013,4,1.88,1,0,Medium
S0031,C016,4,1.91,1,0,Medium
S0031,C029,5,1.87,1,0,Medium
S0031,C031,5,1.93,1,0,Medium
S0031,C032,5,2.0,1,0,Medium
S0031,C033,6,1.84,1,0,Medium
S0031,C039,6,1.78,1,0,Medium
