src_id,dst_id,edge_type,weight
S0007,C026,enrolled_in,1.0
S0007,C030,enrolled_in,1.0
S0007,C024,enrolled_in,1.0
S0007,C027,enrolled_in,1.0
S0007,C032,enrolled_in,1.0
S0007,C033,enrolled_in,1.0
S0007,C040,enrolled_in,1.0
S0008,C009,enrolled_in,1.0
S0008,C003,enrolled_in,1.0
S0008,C002,enrolled_in,1.0
S0008,C006,enrolled_in,1.0
S0008,C008,enrolled_in,1.0
S0008,C001,enrolled_in,1.0
S0008,C007,enrolled_in,1.0
S0008,C010,enrolled_in,1.0
S0008,C019,enrolled_in,1.0
S0008,C014,enrolled_in,1.0
S0008,C013,enrolled_in,1.0
S0008,C018,enrolled_in,1.0
S0008,C021,enrolled_in,1.0
S0008,C012,enrolled_in,1.0
S0008,C015,enrolled_in,1.0
S0008,C020,enrolled_in,1.0
S0008,C023,enrolled_in,1.0
S0008,C027,enrolled_in,1.0
S0008,C026,enrolled_in,1.0
S0008,C030,enrolled_in,1.0
S0008,C040,enrolled_in,1.0
S0008,C034,enrolled_in,1.0
S0009,C003,enrolled_in,1.0
S0009,C007,enrolled_in,1.0
S0009,C009,enrolled_in,1.0
S0009,C004,enrolled_in,1.0
S0009,C002,enrolled_in,1.0
S0009,C010,enrolled_in,1.0
S0009,C022,enrolled_in,1.0
S0009,C014,enrolled_in,1.0
S0009,C012,enrolled_in,1.0
S0009,C017,enrolled_in,1.0
S0009,C020,enrolled_in,1.0
S0009,C013,enrolled_in,1.0
S0009,C028,enrolled_in,1.0
S0009,C031,enrolled_in,1.0
S0009,C025,enrolled_in,1.0
S0009,C036,enrolled_in,1.0
S0009,C038,enrolled_in,1.0
S0010,C004,enrolled_in,1.0
S0010,C007,enrolled_in,1.0
S0010,C009,enrolled_in,1.0
S0010,C001,enrolled_in,1.0
S0010,C005,enrolled_in,1.0
S0010,C003,enrolled_in,1.0
S0010,C002,enrolled_in,1.0
S0010,C006,enrolled_in,1.0
S0010,C008,enrolled_in,1.0
S0010,C010,enrolled_in,1.0
S0010,C014,enrolled_in,1.0
S0010,C019,enrolled_in,1.0
S0010,C017,enrolled_in,1.0
S0010,C012,enrolled_in,1.0
S0010,C018,enrolled_in,1.0
S0010,C016,enrolled_in,1.0
S0010,C020,enrolled_in,1.0
S0010,C011,enrolled_in,1.0
S0010,C013,enrolled_in,1.0
S0010,C021,enrolled_in,1.0
S0010,C025,enrolled_in,1.0
S0010,C030,enrolled_in,1.0
S0010,C026,enrolled_in,1.0
S0010,C024,enrolled_in,1.0
S0010,C028,enrolled_in,1.0
S0010,C037,enrolled_in,1.0
S0010,C034,enrolled_in,1.0
S0011,C003,enrolled_in,1.0
S0011,C007,enrolled_in,1.0
S0011,C006,enrolled_in,1.0
S0011,C005,enrolled_in,1.0
S0011,C010,enrolled_in,1.0
S0011,C009,enrolled_in,1.0
S0011,C002,enrolled_in,1.0
S0011,C001,enrolled_in,1.0
S0011,C012,enrolled_in,1.0
S0011,C022,enrolled_in,1.0
S0011,C015,enrolled_in,1.0
S0011,C017,enrolled_in,1.0
S0011,C013,enrolled_in,1.0
S0011,C011,enrolled_in,1.0
S0011,C019,enrolled_in,1.0
S0011,C020,enrolled_in,1.0
S0011,C030,enrolled_in,1.0
S0011,C026,enrolled_in,1.0
S0011,C028,enrolled_in,1.0
S0011,C027,enrolled_in,1.0
S0011,C033,enrolled_in,1.0
S0011,C037,enrolled_in,1.0
S0012,C004,enrolled_in,1.0
S0012,C002,enrolled_in,1.0
S0012,C001,enrolled_in,1.0
S0012,C005,enrolled_in,1.0
S0012,C010,enrolled_in,1.0
S0012,C006,enrolled_in,1.0
S0012,C013,enrolled_in,1.0
S0012,C018,enrolled_in,1.0
S0012,C020,enrolled_in,1.0
S0012,C015,enrolled_in,1.0
S0012,C021,enrolled_in,1.0
S0012,C014,enrolled_in,1.0
S0012,C028,enrolled_in,1.0
S0012,C027,enrolled_in,1.0
S0012,C029,enrolled_in,1.0
S0012,C034,enrolled_in,1.0
S0012,C039,enrolled_in,1.0
S0013,C004,enrolled_in,1.0
S0013,C002,enrolled_in,1.0
S0013,C010,enrolled_in,1.0
S0013,C005,enrolled_in,1.0
S0013,C006,enrolled_in,1.0
S0013,C003,enrolled_in,1.0
S0013,C011,enrolled_in,1.0
S0013,C017,enrolled_in,1.0
S0013,C019,enrolled_in,1.0
S0013,C016,enrolled_in,1.0
S0013,C012,enrolled_in,1.0
S0013,C022,enrolled_in,1.0
S0013,C032,enrolled_in,1.0
S0013,C027,enrolled_in,1.0
S0013,C031,enrolled_in,1.0
S0013,C036,enrolled_in,1.0
S0013,C033,enrolled_in,1.0
S0014,C006,enrolled_in,1.0
S0014,C007,enrolled_in,1.0
S0014,C010,enrolled_in,1.0
S0014,C009,enrolled_in,1.0
S0014,C004,enrolled_in,1.0
S0014,C002,enrolled_in,1.0
S0014,C001,enrolled_in,1.0
S0014,C003,enrolled_in,1.0
S0014,C017,enrolled_in,1.0
S0014,C019,enrolled_in,1.0
S0014,C021,enrolled_in,1.0
S0014,C016,enrolled_in,1.0
S0014,C018,enrolled_in,1.0
S0014,C012,enrolled_in,1.0
S0014,C022,enrolled_in,1.0
S0014,C011,enrolled_in,1.0
S0014,C023,enrolled_in,1.0
S0014,C024,enrolled_in,1.0
S0014,C026,enrolled_in,1.0
S0014,C032,enrolled_in,1.0
S0014,C040,enrolled_in,1.0
S0014,C037,enrolled_in,1.0
S0015,C009,enrolled_in,1.0
S0015,C010,enrolled_in,1.0
S0015,C001,enrolled_in,1.0
S0015,C007,enrolled_in,1.0
S0015,C003,enrolled_in,1.0
S0015,C005,enrolled_in,1.0
S0015,C008,enrolled_in,1.0
S0015,C002,enrolled_in,1.0
S0015,C011,enrolled_in,1.0
S0015,C019,enrolled_in,1.0
S0015,C018,enrolled_in,1.0
S0015,C021,enrolled_in,1.0
S0015,C017,enrolled_in,1.0
S0015,C012,enrolled_in,1.0
S0015,C016,enrolled_in,1.0
S0015,C013,enrolled_in,1.0
S0015,C026,enrolled_in,1.0
S0015,C029,enrolled_in,1.0
S0015,C027,enrolled_in,1.0
S0015,C024,enrolled_in,1.0
S0015,C034,enrolled_in,1.0
S0015,C036,enrolled_in,1.0
S0016,C006,enrolled_in,1.0
S0016,C008,enrolled_in,1.0
S0016,C005,enrolled_in,1.0
S0016,C010,enrolled_in,1.0
S0016,C002,enrolled_in,1.0
S0016,C001,enrolled_in,1.0
S0016,C017,enrolled_in,1.0
S0016,C021,enrolled_in,1.0
S0016,C022,enrolled_in,1.0
S0016,C012,enrolled_in,1.0
S0016,C013,enrolled_in,1.0
S0016,C020,enrolled_in,1.0
S0016,C032,enrolled_in,1.0
S0016,C024,enrolled_in,1.0
S0016,C026,enrolled_in,1.0
S0016,C039,enrolled_in,1.0
S0016,C036,enrolled_in,1.0
S0017,C009,enrolled_in,1.0
S0017,C007,enrolled_in,1.0
S0017,C005,enrolled_in,1.0
S0017,C010,enrolled_in,1.0
S0017,C004,enrolled_in,1.0
S0017,C003,enrolled_in,1.0
S0017,C008,enrolled_in,1.0
S0017,C006,enrolled_in,1.0
S0017,C016,enrolled_in,1.0
S0017,C021,enrolled_in,1.0
S0017,C012,enrolled_in,1.0
S0017,C014,enrolled_in,1.0
S0017,C015,enrolled_in,1.0
S0017,C022,enrolled_in,1.0
S0017,C020,enrolled_in,1.0
S0017,C013,enrolled_in,1.0
S0017,C031,enrolled_in,1.0
S0017,C023,enrolled_in,1.0
S0017,C029,enrolled_in,1.0
S0017,C025,enrolled_in,1.0
S0017,C038,enrolled_in,1.0
S0017,C040,enrolled_in,1.0
S0018,C004,enrolled_in,1.0
S0018,C009,enrolled_in,1.0
S0018,C003,enrolled_in,1.0
S0018,C007,enrolled_in,1.0
S0018,C002,enrolled_in,1.0
S0018,C001,enrolled_in,1.0
S0018,C016,enrolled_in,1.0
S0018,C020,enrolled_in,1.0
S0018,C014,enrolled_in,1.0
S0018,C021,enrolled_in,1.0
S0018,C013,enrolled_in,1.0
S0018,C017,enrolled_in,1.0
S0018,C032,enrolled_in,1.0
S0018,C025,enrolled_in,1.0
S0018,C026,enrolled_in,1.0
S0018,C035,enrolled_in,1.0
S0018,C036,enrolled_in,1.0
S0019,C010,enrolled_in,1.0
S0019,C007,enrolled_in,1.0
S0019,C009,enrolled_in,1.0
S0019,C002,enrolled_in,1.0
S0019,C008,enrolled_in,1.0
S0019,C004,enrolled_in,1.0
S0019,C005,enrolled_in,1.0
S0019,C003,enrolled_in,1.0
S0019,C020,enrolled_in,1.0
S0019,C019,enrolled_in,1.0
S0019,C022,enrolled_in,1.0
S0019,C021,enrolled_in,1.0
S0019,C013,enrolled_in,1.0
S0019,C017,enrolled_in,1.0
S0019,C014,enrolled_in,1.0
S0019,C012,enrolled_in,1.0
S0019,C023,enrolled_in,1.0
S0019,C032,enrolled_in,1.0
S0019,C030,enrolled_in,1.0
S0019,C028,enrolled_in,1.0
S0019,C034,enrolled_in,1.0
S0019,C040,enrolled_in,1.0
S0020,C004,enrolled_in,1.0
S0020,C008,enrolled_in,1.0
S0020,C006,enrolled_in,1.0
S0020,C003,enrolled_in,1.0
S0020,C001,enrolled_in,1.0
S0020,C007,enrolled_in,1.0
S0020,C019,enrolled_in,1.0
S0020,C011,enrolled_in,1.0
S0020,C015,enrolled_in,1.0
S0020,C016,enrolled_in,1.0
S0020,C018,enrolled_in,1.0
S0020,C020,enrolled_in,1.0
S0020,C025,enrolled_in,1.0
S0020,C027,enrolled_in,1.0
S0020,C024,enrolled_in,1.0
S0020,C033,enrolled_in,1.0
S0020,C040,enrolled_in,1.0
S0021,C003,enrolled_in,1.0
S0021,C009,enrolled_in,1.0
S0021,C010,enrolled_in,1.0
S0021,C002,enrolled_in,1.0
S0021,C008,enrolled_in,1.0
S0021,C001,enrolled_in,1.0
S0021,C006,enrolled_in,1.0
S0021,C005,enrolled_in,1.0
S0021,C004,enrolled_in,1.0
S0021,C007,enrolled_in,1.0
S0021,C014,enrolled_in,1.0
S0021,C012,enrolled_in,1.0
S0021,C013,enrolled_in,1.0
S0021,C021,enrolled_in,1.0
S0021,C018,enrolled_in,1.0
S0021,C020,enrolled_in,1.0
S0021,C017,enrolled_in,1.0
S0021,C016,enrolled_in,1.0
S0021,C022,enrolled_in,1.0
S0021,C011,enrolled_in,1.0
S0021,C026,enrolled_in,1.0
S0021,C023,enrolled_in,1.0
S0021,C029,enrolled_in,1.0
S0021,C030,enrolled_in,1.0
S0021,C024,enrolled_in,1.0
S0021,C037,enrolled_in,1.0
S0021,C036,enrolled_in,1.0
S0022,C006,enrolled_in,1.0
S0022,C005,enrolled_in,1.0
S0022,C010,enrolled_in,1.0
S0022,C008,enrolled_in,1.0
S0022,C007,enrolled_in,1.0
S0022,C004,enrolled_in,1.0
S0022,C014,enrolled_in,1.0
S0022,C020,enrolled_in,1.0
S0022,C019,enrolled_in,1.0
S0022,C013,enrolled_in,1.0
S0022,C017,enrolled_in,1.0
S0022,C016,enrolled_in,1.0
S0022,C024,enrolled_in,1.0
S0022,C026,enrolled_in,1.0
S0022,C028,enrolled_in,1.0
S0022,C038,enrolled_in,1.0
S0022,C036,enrolled_in,1.0
S0023,C008,enrolled_in,1.0
S0023,C010,enrolled_in,1.0
S0023,C003,enrolled_in,1.0
S0023,C001,enrolled_in,1.0
S0023,C005,enrolled_in,1.0
S0023,C006,enrolled_in,1.0
S0023,C009,enrolled_in,1.0
S0023,C004,enrolled_in,1.0
S0023,C015,enrolled_in,1.0
S0023,C011,enrolled_in,1.0
S0023,C020,enrolled_in,1.0
S0023,C021,enrolled_in,1.0
S0023,C022,enrolled_in,1.0
S0023,C014,enrolled_in,1.0
S0023,C012,enrolled_in,1.0
S0023,C018,enrolled_in,1.0
S0023,C031,enrolled_in,1.0
S0023,C023,enrolled_in,1.0
S0023,C025,enrolled_in,1.0
S0023,C030,enrolled_in,1.0
S0023,C040,enrolled_in,1.0
S0023,C033,enrolled_in,1.0
S0024,C009,enrolled_in,1.0
S0024,C001,enrolled_in,1.0
S0024,C008,enrolled_in,1.0
S0024,C005,enrolled_in,1.0
S0024,C003,enrolled_in,1.0
S0024,C010,enrolled_in,1.0
S0024,C006,enrolled_in,1.0
S0024,C007,enrolled_in,1.0
S0024,C015,enrolled_in,1.0
S0024,C021,enrolled_in,1.0
S0024,C017,enrolled_in,1.0
S0024,C016,enrolled_in,1.0
S0024,C022,enrolled_in,1.0
S0024,C020,enrolled_in,1.0
S0024,C012,enrolled_in,1.0
S0024,C014,enrolled_in,1.0
S0024,C025,enrolled_in,1.0
S0024,C024,enrolled_in,1.0
S0024,C030,enrolled_in,1.0
S0024,C027,enrolled_in,1.0
S0024,C039,enrolled_in,1.0
S0024,C040,enrolled_in,1.0
S0025,C005,enrolled_in,1.0
S0025,C002,enrolled_in,1.0
S0025,C003,enrolled_in,1.0
S0025,C007,enrolled_in,1.0
S0025,C008,enrolled_in,1.0
S0025,C010,enrolled_in,1.0
S0025,C004,enrolled_in,1.0
S0025,C001,enrolled_in,1.0
S0025,C009,enrolled_in,1.0
S0025,C006,enrolled_in,1.0
S0025,C021,enrolled_in,1.0
S0025,C013,enrolled_in,1.0
S0025,C020,enrolled_in,1.0
S0025,C015,enrolled_in,1.0
S0025,C018,enrolled_in,1.0
S0025,C022,enrolled_in,1.0
S0025,C012,enrolled_in,1.0
S0025,C017,enrolled_in,1.0
S0025,C016,enrolled_in,1.0
S0025,C014,enrolled_in,1.0
S0025,C027,enrolled_in,1.0
S0025,C023,enrolled_in,1.0
S0025,C031,enrolled_in,1.0
S0025,C025,enrolled_in,1.0
S0025,C029,enrolled_in,1.0
S0025,C034,enrolled_in,1.0
S0025,C035,enrolled_in,1.0
S0026,C007,enrolled_in,1.0
S0026,C009,enrolled_in,1.0
S0026,C004,enrolled_in,1.0
S0026,C008,enrolled_in,1.0
S0026,C001,enrolled_in,1.0
S0026,C005,enrolled_in,1.0
S0026,C013,enrolled_in,1.0
S0026,C011,enrolled_in,1.0
S0026,C012,enrolled_in,1.0
S0026,C020,enrolled_in,1.0
S0026,C017,enrolled_in,1.0
S0026,C016,enrolled_in,1.0
S0026,C027,enrolled_in,1.0
S0026,C023,enrolled_in,1.0
S0026,C032,enrolled_in,1.0
S0026,C039,enrolled_in,1.0
S0026,C038,enrolled_in,1.0
S0027,C007,enrolled_in,1.0
S0027,C002,enrolled_in,1.0
S0027,C003,enrolled_in,1.0
S0027,C008,enrolled_in,1.0
S0027,C004,enrolled_in,1.0
S0027,C001,enrolled_in,1.0
S0027,C009,enrolled_in,1.0
S0027,C006,enrolled_in,1.0
S0027,C022,enrolled_in,1.0
S0027,C019,enrolled_in,1.0
S0027,C020,enrolled_in,1.0
S0027,C016,enrolled_in,1.0
S0027,C012,enrolled_in,1.0
S0027,C013,enrolled_in,1.0
S0027,C017,enrolled_in,1.0
S0027,C015,enrolled_in,1.0
S0027,C024,enrolled_in,1.0
S0027,C029,enrolled_in,1.0
S0027,C025,enrolled_in,1.0
S0027,C030,enrolled_in,1.0
S0027,C036,enrolled_in,1.0
S0027,C039,enrolled_in,1.0
S0028,C007,enrolled_in,1.0
S0028,C004,enrolled_in,1.0
S0028,C005,enrolled_in,1.0
S0028,C001,enrolled_in,1.0
S0028,C010,enrolled_in,1.0
S0028,C006,enrolled_in,1.0
S0028,C009,enrolled_in,1.0
S0028,C003,enrolled_in,1.0
S0028,C014,enrolled_in,1.0
S0028,C021,enrolled_in,1.0
S0028,C020,enrolled_in,1.0
S0028,C013,enrolled_in,1.0
S0028,C016,enrolled_in,1.0
S0028,C019,enrolled_in,1.0
S0028,C022,enrolled_in,1.0
S0028,C011,enrolled_in,1.0
S0028,C027,enrolled_in,1.0
S0028,C024,enrolled_in,1.0
S0028,C029,enrolled_in,1.0
S0028,C025,enrolled_in,1.0
S0028,C039,enrolled_in,1.0
S0028,C035,enrolled_in,1.0
S0029,C001,enrolled_in,1.0
S0029,C007,enrolled_in,1.0
S0029,C003,enrolled_in,1.0
S0029,C008,enrolled_in,1.0
S0029,C010,enrolled_in,1.0
S0029,C006,enrolled_in,1.0
S0029,C005,enrolled_in,1.0
S0029,C002,enrolled_in,1.0
S0029,C016,enrolled_in,1.0
S0029,C017,enrolled_in,1.0
S0029,C022,enrolled_in,1.0
S0029,C012,enrolled_in,1.0
S0029,C014,enrolled_in,1.0
S0029,C021,enrolled_in,1.0
S0029,C018,enrolled_in,1.0
S0029,C020,enrolled_in,1.0
S0029,C028,enrolled_in,1.0
S0029,C023,enrolled_in,1.0
S0029,C030,enrolled_in,1.0
S0029,C025,enrolled_in,1.0
S0029,C039,enrolled_in,1.0
S0029,C038,enrolled_in,1.0
S0030,C006,enrolled_in,1.0
S0030,C009,enrolled_in,1.0
S0030,C001,enrolled_in,1.0
S0030,C005,enrolled_in,1.0
S0030,C007,enrolled_in,1.0
S0030,C010,enrolled_in,1.0
S0030,C013,enrolled_in,1.0
S0030,C012,enrolled_in,1.0
S0030,C015,enrolled_in,1.0
S0030,C016,enrolled_in,1.0
S0030,C020,enrolled_in,1.0
S0030,C022,enrolled_in,1.0
S0030,C026,enrolled_in,1.0
S0030,C027,enrolled_in,1.0
S0030,C028,enrolled_in,1.0
S0030,C037,enrolled_in,1.0
S0030,C040,enrolled_in,1.0
S0031,C010,enrolled_in,1.0
S0031,C002,enrolled_in,1.0
S0031,C007,enrolled_in,1.0
S0031,C009,enrolled_in,1.0
S0031,C004,enrolled_in,1.0
S0031,C003,enrolled_in,1.0
S0031,C020,enrolled_in,1.0
S0031,C015,enrolled_in,1.0
S0031,C012,enrolled_in,1.0
S0031,C021,enrolled_in,1.0
S0031,C013,enrolled_in,1.0
S0031,C016,enrolled_in,1.0
S0031,C029,enrolled_in,1.0
S0031,C031,enrolled_in,1.0
S0031,C032,enrolled_in,1.0
S0031,C033,enrolled_in,1.0
S0031,C039,enrolled_in,1.0
S0032,C005,enrolled_in,1.0
S0032,C010,enrolled_in,1.0
S0032,C001,enrolled_in,1.0
S0032,C009,enrolled_in,1.0
S0032,C008,enrolled_in,1.0
S0032,C004,enrolled_in,1.0
S0032,C006,enrolled_in,1.0
S0032,C007,enrolled_in,1.0
S0032,C021,enrolled_in,1.0
S0032,C019,enrolled_in,1.0
S0032,C012,enrolled_in,1.0
S0032,C020,enrolled_in,1.0
S0032,C011,enrolled_in,1.0
S0032,C022,enrolled_in,1.0
S0032,C014,enrolled_in,1.0
S0032,C015,enrolled_in,1.0
S0032,C029,enrolled_in,1.0
S0032,C028,enrolled_in,1.0
S0032,C026,enrolled_in,1.0
S0032,C030,enrolled_in,1.0
S0032,C033,enrolled_in,1.0
S0032,C035,enrolled_in,1.0
S0033,C002,enrolled_in,1.0
S0033,C010,enrolled_in,1.0
S0033,C005,enrolled_in,1.0
S0033,C009,enrolled_in,1.0
S0033,C001,enrolled_in,1.0
S0033,C004,enrolled_in,1.0
S0033,C007,enrolled_in,1.0
S0033,C008,enrolled_in,1.0
S0033,C021,enrolled_in,1.0
S0033,C019,enrolled_in,1.0
S0033,C012,enrolled_in,1.0
S0033,C017,enrolled_in,1.0
S0033,C015,enrolled_in,1.0
S0033,C018,enrolled_in,1.0
S0033,C022,enrolled_in,1.0
S0033,C011,enrolled_in,1.0
S0033,C023,enrolled_in,1.0
S0033,C029,enrolled_in,1.0
S0033,C031,enrolled_in,1.0
S0033,C025,enrolled_in,1.0
S0033,C039,enrolled_in,1.0
S0033,C038,enrolled_in,1.0
S0034,C008,enrolled_in,1.0
S0034,C002,enrolled_in,1.0
S0034,C006,enrolled_in,1.0
S0034,C003,enrolled_in,1.0
S0034,C005,enrolled_in,1.0
S0034,C010,enrolled_in,1.0
S0034,C007,enrolled_in,1.0
S0034,C009,enrolled_in,1.0
S0034,C014,enrolled_in,1.0
S0034,C018,enrolled_in,1.0
S0034,C021,enrolled_in,1.0
S0034,C011,enrolled_in,1.0
S0034,C013,enrolled_in,1.0
S0034,C012,enrolled_in,1.0
S0034,C019,enrolled_in,1.0
S0034,C020,enrolled_in,1.0
S0034,C023,enrolled_in,1.0
S0034,C025,enrolled_in,1.0
S0034,C030,enrolled_in,1.0
S0034,C031,enrolled_in,1.0
S0034,C035,enrolled_in,1.0
S0034,C040,enrolled_in,1.0
S0035,C010,enrolled_in,1.0
S0035,C008,enrolled_in,1.0
S0035,C006,enrolled_in,1.0
S0035,C003,enrolled_in,1.0
S0035,C007,enrolled_in,1.0
S0035,C005,enrolled_in,1.0
S0035,C004,enrolled_in,1.0
S0035,C009,enrolled_in,1.0
S0035,C016,enrolled_in,1.0
S0035,C012,enrolled_in,1.0
S0035,C014,enrolled_in,1.0
S0035,C022,enrolled_in,1.0
S0035,C021,enrolled_in,1.0
S0035,C020,enrolled_in,1.0
S0035,C013,enrolled_in,1.0
S0035,C015,enrolled_in,1.0
S0035,C025,enrolled_in,1.0
S0035,C030,enrolled_in,1.0
S0035,C024,enrolled_in,1.0
S0035,C027,enrolled_in,1.0
S0035,C035,enrolled_in,1.0
S0035,C036,enrolled_in,1.0
S0036,C005,enrolled_in,1.0
S0036,C007,enrolled_in,1.0
S0036,C003,enrolled_in,1.0
S0036,C004,enrolled_in,1.0
S0036,C006,enrolled_in,1.0
S0036,C009,enrolled_in,1.0
S0036,C010,enrolled_in,1.0
S0036,C008,enrolled_in,1.0
S0036,C013,enrolled_in,1.0
S0036,C014,enrolled_in,1.0
S0036,C020,enrolled_in,1.0
S0036,C018,enrolled_in,1.0
S0036,C016,enrolled_in,1.0
